NEW FORMATED WAFER SUMMARY: 0.9SPDM PROCESS FOR VERSION_1.0
CODE: _BE248 LOT: AE57081
TESTED 06/19/13 ON SYSTEM# AG40721 BY SZY

WF# S# N+ 0.5*408 Rc       P+ 0.5*408 Rc       P1 0.5*520 RC       M1 800/0.6 RES      M2 800/0.7 RES      VIA .55*520 Rc      BVR GOX/NW@1uA      BVR GOX/PW@1uA      BVR HGOX/NW@1uA     BVR HGOX/PW@1uA     N+ 100/10 RES       P+ 100/10 RES       NW_F 100/10 RES     PP1 100/10 RES      P1 COMB 1/0.8       M1 COMB             M2 COMB             N 1x20 Vt           N 1x20 Ioff         N 1x20 Ion          N 1x20 BVd/sgt      NFOX 2.0x20 VTF     P 1x20 Vt           P 1x20 Ioff         P 1x20 Ion          P 1x20 BVd/sgt      PFOX 2.0x20 VTF     HNA 3x20 Vt         HNA 3x20 Ion        HNA 3x20 BVd/sgt    HPA 3x20 Vt         HPA 3x20 Ion        HPA 3x20 BVd/sgt    HNST 3x20 Vt        HNST 3x20 Ion       HNST 3x20 BVd/sgt   HNS 3x20 Vt         HNS 3x20 Ion        HNS 3x20 BVd/sgt    HPS 3x20 Vt         HPS 3x20 Ion        HPS 3x20 BVd/sgt    HNI 3x20 Vt         HNI 3x20 Ion        HNI 3x20 BVd/sgt    ZC 2.5/1.8 BV@10uA  HNAT 3x20 Vt        HNAT 3x20 Ion       HNAT 3x20 BVd/sgt   HPAT 3x20 Vt        HPAT 3x20 Ion       HPAT 3x20 BVd/sgt   HPST 3x20 Vt        HPST 3x20 Ion       HPST 3x20 BVd/sgt   HNIT 3x20 Vt        HNIT 3x20 Ion       HNIT 3x20 BVd/sgt   HiP1M 80/10         ZC 2.5/1.8 BV@1mA   NP1 100/10 RES      P1 100/10 RES       NWBN/PSUB BV        VN 5X5 HFE          VN 5X5 BVCEO        VN 5X5 Vbe          HNA 3x20 BVs/dgt    
Unit   ohm/CNT             ohm/CNT             ohm/CNT             ohm/sq              ohm/sq              ohm/CNT             VOLT                VOLT                VOLT                VOLT                ohm/sq              ohm/sq              ohm/sq              ohm/sq              #NAME?              #NAME?              #NAME?              VOLT                #NAME?              mA                  VOLT                VOLT                VOLT                #NAME?              mA                  VOLT                VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                VOLT                mA                  VOLT                ohm/sq              VOLT                ohm/sq              ohm/sq              VOLT                GAIN                VOLT                VOLT                VOLT                
19  5          23.846              75.385              26.538               .0681               .0441              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.1000                1860             39.2000             10.4299             10.4958             10.5927               .7462             10.5444              6.4135             11.5000             16.2500              -.9500             10.2882             -3.3700             11.9000            -11.1710              2.7485             10.0050             55.4000             -2.1746             -4.7235            -55.8000               .6181              1.8095             55.6000              2.1029              8.5800             55.2000             -1.3369             -3.6550            -56.4000              2.7782             11.4800             44.0000              5.6200               .6892              2.9210             55.2000              -.8427             -1.1340            -50.0000              -.5526              -.6281            -49.4000               .6553              3.3695             33.0000                1125              5.7210             31.5000             27.8000             48.0000             223.100             12.0080               .6057             12.2000      
20  1          24.231              79.038              25.577               .0669               .0386              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.4000                1840             38.3000             10.4191             10.3354             10.3787               .7633             10.4709              6.2665             11.8000             16.0930              -.9346             10.4301             -3.3005             11.9000            -11.0930              2.7728              9.9740             55.0000             -2.0817             -4.8080            -56.0000               .6460              1.7775             55.4000              2.1171              8.5500             55.6000             -1.2888             -3.6535            -56.4000              2.7375             11.5400             44.0000              5.6660               .6997              2.8690             55.2000              -.8270             -1.1375            -50.0000              -.5321              -.6539            -49.8000               .6691              3.3000             35.8000                1125              5.7590             31.2000             27.4000             48.2000             220.250             12.0890               .6061             12.1000      
20  2          23.654              70.769              25.000               .0677               .0411              1.9231             20.2000            -21.8000             80.0000            -80.0000             37.9000             55.1000                1880             37.9000             10.4064             10.4742             10.5662               .7498              9.6247              6.3460             11.8000             16.2500              -.9450              9.6704             -3.2965             11.9000            -11.0930              2.7126             10.0100             55.8000             -2.1275             -4.6830            -57.2000               .6311              1.7975             55.8000              2.1057              8.6410             55.8000             -1.2720             -3.6675            -55.4000              2.7146             11.6400             44.4000              5.6800               .6965              2.8910             55.8000              -.8341             -1.1285            -51.2000              -.5522              -.6263            -50.4000               .6648              3.3410             32.8000                1125              5.7690             30.7000             27.6000             48.2000             220.700             12.0740               .6062             12.3000      
20  3          24.808              79.423              27.115               .0657               .0398              2.1154             20.2000            -21.8000             80.0000            -80.0000             38.1000             55.4000                1830             38.8000             10.3884             10.4112             10.4788               .7696             10.4109              6.2720             11.8000             16.2500              -.9510             10.1896             -3.2705             11.9000            -11.0930              2.7596              9.9350             54.8000             -2.1272             -4.7800            -57.2000               .6465              1.7750             55.0000              2.1197              8.5475             54.6000             -1.3080             -3.6800            -57.0000              2.7531             11.5150             44.2000              5.6640               .7120              2.8710             54.6000              -.8327             -1.1450            -49.8000              -.5352              -.6541            -50.4000               .6691              3.3110             32.8000                1150              5.7690             31.2000             28.2000             48.0000             222.400             12.2510               .6058             12.2000      
20  4          25.385              81.538              27.115               .0674               .0393              2.1154             20.2000            -21.6000             80.0000            -80.0000             38.1000             55.7000                1860             38.9000             10.3391             10.3573             10.4590               .7670             10.4075              6.3170             11.9000             16.2500              -.9457             10.2556             -3.2850             11.9000            -11.2500              2.7795             10.0050             54.4000             -2.1635             -4.7975            -57.8000               .6469              1.7875             54.4000              2.1216              8.5965             54.4000             -1.3178             -3.6385            -56.8000              2.7846             11.4650             44.0000              5.6340               .6985              2.8780             54.4000              -.8370             -1.1535            -50.8000              -.5372              -.6361            -50.2000               .6751              3.2995             35.6000                1125              5.7600             31.4000             28.1000             47.8000             220.000             12.1160               .6065             12.2000      
20  5          24.231              77.885              26.538               .0668               .0399              2.1154             20.2000            -21.6000             80.0000            -80.0000             38.0000             55.5000                1870             38.5000             10.4486             10.4530             10.5682               .7541             10.4761              6.2905             11.9000             16.2500              -.9498             10.3067             -3.2805             11.9000            -11.2500              2.7347              9.9755             55.0000             -2.1857             -4.6420            -56.6000               .6170              1.8110             54.8000              2.0827              8.5910             54.6000             -1.3490             -3.6175            -56.4000              2.7713             11.5100             44.2000              5.6250               .6941              2.9025             54.8000              -.8483             -1.1215            -50.0000              -.5551              -.6270            -49.8000               .6548              3.3560             32.8000                1125              5.7610             31.2000             27.9000             48.0000             226.250             12.0510               .6059             12.4000      
21  1          23.462              75.962              25.577               .0638               .0440              1.9231             20.2000            -21.8000             80.0000            -80.0000             37.9000             55.3000                1890             38.5000             10.3828             10.3498             10.4306               .7628             10.4317              6.3360             11.8000             15.9370              -.9361             10.4845             -3.3405             11.9000            -11.0930              2.7716              9.9555             55.4000             -2.0889             -4.8500            -56.2000               .6444              1.7825             55.2000              2.1211              8.5475             55.8000             -1.2821             -3.7105            -55.8000              2.7756             11.5100             43.8000              5.6450               .6985              2.8640             55.4000              -.8326             -1.1450            -49.6000              -.5397              -.6629            -49.4000               .6717              3.2945             32.6000                1125              5.7410             31.2000             27.9000             48.0000             219.300             12.1250               .6059             12.3000      
21  2          23.077              70.192              24.808               .0660               .0459              1.9231             20.4000            -21.8000             80.0000            -80.0000             37.9000             54.9000                1890             38.6000             10.5366             10.4789             10.5952               .7511             10.5523              6.3940             11.8000             16.0930              -.9344             10.5673             -3.4015             11.9000            -11.0930              2.7339              9.9875             55.4000             -2.1273             -4.7455            -56.2000               .6317              1.8010             55.8000              2.0876              8.6425             56.0000             -1.2915             -3.6995            -56.0000              2.7311             11.5650             44.0000              5.6650               .6931              2.8910             55.4000              -.8368             -1.1310            -50.4000              -.5378              -.6442            -49.6000               .6633              3.3275             32.2000                1100              5.7580             31.1000             27.5000             48.0000             223.600             12.0210               .6059             12.2000      
21  3          23.846              78.654              26.731               .0629               .0442              1.9231             20.2000            -21.8000             80.0000            -80.0000             37.9000             55.4000                1870             39.1000             10.3329             10.4050             10.5329               .7603             10.4075              6.3585             11.8000             16.2500              -.9380             10.3716             -3.3195             11.9000            -11.0930              2.7829              9.9245             54.6000             -2.1427             -4.8275            -56.8000               .6409              1.7720             54.8000              2.1153              8.5545             54.8000             -1.2690             -3.7025            -56.6000              2.7682             11.4650             44.4000              5.6430               .7080              2.8730             54.6000              -.8266             -1.1530            -49.4000              -.5242              -.6620            -50.2000               .6689              3.3030             33.0000                1125              5.7320             31.5000             28.1000             47.8000             221.800             12.2630               .6056             12.2000      
21  4          23.846              78.462              26.346               .0629               .0430              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.7000             55.4000                1870             39.3000             10.3020             10.3740             10.5317               .7596             10.4219              6.3510             11.8000             16.2500              -.9438             10.3518             -3.3205             11.9000            -11.2500              2.8009              9.9615             54.4000             -2.1916             -4.8875            -57.0000               .6393              1.7920             54.6000              2.1269              8.5555             54.2000             -1.3226             -3.7125            -56.6000              2.7987             11.4450             43.8000              5.6630               .7033              2.8830             54.8000              -.8382             -1.1530            -50.6000              -.5404              -.6491            -49.8000               .6713              3.2910             32.0000                1125              5.7770             31.7000             28.2000             47.6000             213.250             12.2200               .6068             12.3000      
21  5          23.846              76.731              25.962               .0642               .0423              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.8000             55.1000                1850             38.9000             10.4345             10.4094             10.5652               .7597             10.4520              6.3405             11.8000             16.2500              -.9503             10.3841             -3.3440             11.9000            -11.1710              2.7503             10.0050             54.8000             -2.1594             -4.7665            -56.2000               .6131              1.8175             54.8000              2.0955              8.5850             54.6000             -1.3354             -3.6755            -56.2000              2.7531             11.4850             44.0000              5.6220               .6872              2.9240             54.8000              -.8395             -1.1415            -49.4000              -.5551              -.6369            -49.0000               .6534              3.3580             33.2000                1125              5.7220             31.4000             27.7000             48.0000             223.300             12.0800               .6056             12.3000      
22  1          23.846              76.538              25.769               .0643               .0385              1.9231             20.2000            -21.8000             80.0000            -80.0000             38.2000             55.3000                1830             38.5000             10.3588             10.3271             10.3922               .7539             10.4223              6.3495             11.8000             15.9370              -.9294             10.4275             -3.3330             11.9000            -11.0150              2.7677              9.9905             55.8000             -2.0779             -4.8915            -56.8000               .6404              1.7770             56.0000              2.1147              8.5465             56.2000             -1.3306             -3.6795            -56.4000              2.7525             11.4800             44.4000              5.6050               .7163              2.8730             56.0000              -.8237             -1.1625            -50.0000              -.5344              -.6570            -49.8000               .6701              3.3175             36.0000                1138              5.7370             31.2000             27.7000             48.2000             217.250             12.2260               .6062             12.2000      
22  2          23.462              69.423              25.000               .0654               .0400              1.7308             20.4000            -21.8000             80.0000            -80.0000             37.9000             55.0000                1840             38.5000             10.4218             10.5104             10.5550               .7404             10.5074              6.3965             11.7000             15.9370              -.9296             10.4583             -3.3995             11.9000            -10.9370              2.7146             10.0450             55.8000             -2.1266             -4.7560            -56.6000               .6290              1.7980             55.8000              2.1045              8.5970             56.0000             -1.3216             -3.6740            -56.0000              2.7214             11.5200             44.4000              5.6540               .6970              2.9045             55.8000              -.8281             -1.1415            -50.8000              -.5357              -.6446            -49.8000               .6667              3.3310             35.6000                1125              5.7580             31.0000             27.6000             48.4000             219.050             12.2120               .6060             12.2000      
22  3          24.808              77.885              27.115               .0634               .0399              1.9231             20.2000            -21.8000             80.0000            -80.0000             38.1000             55.6000                1880             38.8000             10.2903             10.3415             10.5084               .7615             10.3954              6.3890             11.9000             16.0930              -.9390             10.3643             -3.3655             11.9000            -11.0930              2.7979              9.9300             55.0000             -2.1301             -4.8100            -57.2000               .6369              1.7770             55.0000              2.1220              8.5645             55.2000             -1.2998             -3.7160            -56.8000              2.7764             11.4950             44.4000              5.6250               .7046              2.8800             54.8000              -.8294             -1.1505            -50.0000              -.5365              -.6609            -50.6000               .6680              3.3070             34.0000                1138              5.7460             31.3000             28.2000             48.2000             222.100             12.3740               .6058             12.3000      
22  4          24.615              78.077              26.731               .0635               .0391              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.1000             55.6000                1890             39.0000             10.2898             10.3559             10.4377               .7525             10.3096              6.3700             11.8000             16.4060              -.9419             10.2906             -3.2775             11.9000            -11.2500              2.7944              9.9380             54.8000             -2.1710             -4.8395            -56.2000               .6336              1.7930             55.0000              2.1394              8.6080             55.0000             -1.2792             -3.7255            -56.0000              2.7920             11.4550             44.2000              5.6580               .7029              2.8785             55.2000              -.8383             -1.1540            -51.0000              -.5268              -.6511            -50.4000               .6731              3.2855             32.2000                1138              5.7470             31.5000             28.2000             48.2000             214.450             12.2080               .6068             12.2000      
22  5          23.846              75.000              26.154               .0648               .0394              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.4000                1870             38.8000             10.4059             10.4213             10.5011               .7564             10.4728              6.3835             11.8000             16.2500              -.9445             10.3850             -3.3465             11.9000            -11.1710              2.7538              9.9380             55.2000             -2.1567             -4.6940            -56.4000               .6190              1.8185             55.4000              2.0964              8.5645             55.0000             -1.3345             -3.6550            -56.4000              2.7660             11.4650             44.4000              5.6090               .6828              2.9050             55.4000              -.8479             -1.1210            -50.0000              -.5499              -.6467            -49.2000               .6568              3.3310             33.0000                1138              5.7180             31.3000             27.8000             48.4000             223.700             12.1480               .6057             12.2000      
23  1          23.269              75.385              25.385               .0638               .0381              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.8000             55.1000                1820             38.4000             10.3432             10.3749             10.4412               .7711             10.4108              6.2825             11.8000             15.9370              -.9380             10.4304             -3.2975             11.9000            -10.9370              2.7694              9.9855             55.4000             -2.0730             -4.8875            -57.2000               .6347              1.7835             55.8000              2.1405              8.6145             56.0000             -1.2466             -3.7490            -56.0000              2.7416             11.5700             44.2000              5.6180               .7058              2.8720             55.4000              -.8246             -1.1525            -49.8000              -.5340              -.6619            -50.0000               .6679              3.2980             32.8000                1125              5.7310             30.8000             27.5000             48.4000             218.750             12.1650               .6060             12.1000      
23  2          23.077              70.192              24.231               .0640               .0399              1.9231             20.2000            -21.8000             80.0000            -80.0000             37.7000             54.7000                1830             38.3000             10.4418             10.4238             10.4812               .7514             10.5205              6.3730             11.9000             15.7810              -.9460             10.5064             -3.3235             11.9000            -10.9370              2.7172             10.0500             56.0000             -2.1324             -4.7080            -56.6000               .6338              1.7985             56.0000              2.0733              8.6035             56.4000             -1.3404             -3.6775            -56.8000              2.7343             11.5400             44.4000              5.6510               .7020              2.8870             55.8000              -.8372             -1.1290            -51.0000              -.5355              -.6418            -50.2000               .6634              3.3355             32.8000                1113              5.7500             30.9000             27.5000             48.4000             222.500             12.0760               .6063             12.2000      
23  3          24.231              78.077              26.731               .0630               .0393              1.9231             20.2000            -21.8000             80.0000            -80.0000             37.9000             55.2000                1840             38.5000             10.3959             10.3751             10.4138               .7655             10.4170              6.3510             11.8000             16.2500              -.9392             10.2897             -3.3370             11.9000            -11.1710              2.7811              9.9155             54.6000             -2.1693             -4.7985            -57.2000               .6481              1.7735             55.2000              2.1276              8.5510             54.8000             -1.3065             -3.7145            -57.0000              2.7561             11.4650             44.4000              5.6710               .7019              2.9000             54.8000              -.8286             -1.1495            -49.8000              -.5327              -.6589            -50.2000               .6745              3.3035             33.0000                1125              5.7660             31.2000             27.9000             48.0000             222.150             12.3410               .6057             12.4000      
23  4          23.654              77.692              26.154               .0638               .0394              2.1154             20.2000            -21.6000             80.0000            -80.0000             37.8000             55.4000                1850             39.0000             10.3200             10.3919             10.4544               .7659             10.3353              6.3305             11.9000             16.2500              -.9405             10.2812             -3.3015             11.9000            -11.0930              2.7873              9.9560             54.6000             -2.1776             -4.8735            -57.4000               .6423              1.7955             54.6000              2.1462              8.6000             54.4000             -1.3035             -3.7285            -57.2000              2.7453             11.4850             43.8000              5.6700               .7103              2.8765             54.8000              -.8367             -1.1550            -50.8000              -.5431              -.6432            -50.6000               .6689              3.2970             32.4000                1125              5.7620             31.3000             28.0000             47.8000             215.150             12.2270               .6067             12.3000      
23  5          23.462              75.769              26.346               .0643               .0392              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.5000             55.1000                1850             38.2000             10.4307             10.4990             10.4977               .7583             10.4374              6.3465             11.9000             16.2500              -.9457             10.3351             -3.3575             11.9000            -11.1710              2.7389              9.9915             55.0000             -2.1643             -4.7170            -56.6000               .6282              1.8060             55.2000              2.0972              8.5890             54.8000             -1.3340             -3.6420            -56.4000              2.7536             11.4900             44.2000              5.6340               .6893              2.9165             54.8000              -.8435             -1.1330            -49.8000              -.5464              -.6351            -49.4000               .6609              3.3425             32.8000                1125              5.7550             31.2000             27.7000             48.0000             225.700             12.0990               .6054             12.3000      
24  1          23.654              74.808              25.385               .0658               .0451              1.9231             20.2000            -21.8000             80.0000            -80.0000             38.0000             55.4000                1870             38.4000             10.3965             10.4065             10.4827               .7601             10.5186              6.2910             11.8000             15.9370              -.9311             10.5184             -3.3040             11.9000            -11.0150              2.7722              9.9460             55.8000             -2.0665             -4.8140            -56.6000               .6392              1.7815             56.0000              2.1151              8.5445             56.6000             -1.2988             -3.6745            -56.8000              2.7687             11.4950             44.4000              5.6380               .7076              2.8635             56.0000              -.8321             -1.1405            -50.2000              -.5296              -.6530            -50.4000               .6748              3.2910             35.6000                1125              5.7340             30.9000             27.6000             48.0000             216.550             12.1610               .6063             12.2000      
24  2          23.462              69.423              24.808               .0681               .0472              1.9231             20.2000            -21.8000             80.0000            -80.0000             37.9000             54.9000                1870             38.2000             10.5032             10.5340             10.7126               .7600             10.5648              6.3255             11.9000             15.9370              -.9417             10.5964             -3.3305             11.9000            -11.0150              2.7475              9.9615             56.0000             -2.1977             -4.6645            -57.2000               .6407              1.7860             56.2000              2.0954              8.6245             56.4000             -1.2965             -3.6685            -56.2000              2.7230             11.5650             44.4000              5.6380               .6937              2.8895             56.2000              -.8347             -1.1295            -51.4000              -.5327              -.6420            -50.2000               .6691              3.3085             32.2000                1125              5.7500             30.7000             27.5000             48.2000             218.850             12.0960               .6063             12.2000      
24  3          24.808              77.885              27.115               .0650               .0451              1.9231             20.2000            -21.8000             80.0000            -80.0000             38.1000             55.4000                1870             38.6000             10.3400             10.3796             10.5125               .7642             10.4221              6.3540             11.8000             16.0930              -.9393             10.3340             -3.3300             11.9000            -11.0930              2.7837              9.9275             55.2000             -2.1564             -4.7970            -57.2000               .6490              1.7680             55.6000              2.1305              8.5455             55.2000             -1.2851             -3.6975            -57.0000              2.7607             11.4900             44.6000              5.6520               .7050              2.8860             55.2000              -.8294             -1.1450            -50.0000              -.5158              -.6593            -50.6000               .6816              3.2925             33.0000                1125              5.7440             31.3000             27.9000             48.2000             224.600             12.2100               .6057             12.3000      
24  4          24.808              77.500              26.538               .0648               .0436              1.9231             20.2000            -21.6000             80.0000            -80.0000             38.2000             55.5000                1830             38.8000             10.2992             10.3532             10.4618               .7694             10.4011              6.2860             11.8000             16.0930              -.9368             10.3153             -3.2645             11.9000            -11.1710              2.7870              9.9355             55.0000             -2.1843             -4.8335            -56.6000               .6514              1.7805             55.4000              2.1313              8.5655             55.2000             -1.3156             -3.6750            -57.2000              2.7855             11.4600             44.2000              5.6380               .7054              2.8700             55.2000              -.8374             -1.1520            -51.4000              -.5354              -.6411            -50.6000               .6716              3.2895             33.4000                1125              5.7520             31.5000             28.2000             48.0000             214.350             12.2370               .6071             12.4000      
24  5          24.231              74.615              26.154               .0666               .0438              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.3000                1860             38.2000             10.4774             10.4367             10.6284               .7603             10.4873              6.3105             11.8000             16.2500              -.9451             10.3694             -3.3360             11.9000            -11.2500              2.7602              9.9455             55.6000             -2.1652             -4.6805            -57.0000               .6284              1.8020             55.4000              2.0983              8.5590             55.2000             -1.3361             -3.6425            -56.2000              2.7502             11.4800             44.2000              5.6190               .6966              2.9085             55.2000              -.8401             -1.1310            -50.8000              -.5458              -.6269            -50.2000               .6637              3.3385             33.0000                1125              5.7170             30.9000             27.6000             48.2000             225.350             12.1510               .6059             12.4000      
25  1          23.846              77.308              25.385               .0650               .0382              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.1000                1830             38.3000             10.3846             10.3355             10.3727               .7642             10.5136              6.3270             11.7000             15.9370              -.9310             10.5027             -3.3655             12.0000            -11.0930              2.7885              9.9465             55.8000             -2.1037             -4.8430            -56.2000               .6432              1.7840             55.4000              2.1155              8.5890             56.0000             -1.2612             -3.7305            -55.6000              2.7479             11.5850             44.0000              5.6240               .7131              2.8560             55.4000              -.8328             -1.1495            -49.4000              -.5356              -.6652            -49.2000               .6670              3.3015             32.4000                1138              5.7330             31.0000             27.7000             48.2000             219.550             12.0230               .6059             12.2000      
25  2          23.462              70.192              24.808               .0665               .0398              1.9231             20.4000            -21.8000             80.0000            -80.0000             37.9000             54.6000                1870             38.7000             10.4087             10.4370             10.5269               .7591             10.5574              6.3715             11.7000             16.2500              -.9350             10.5496             -3.3865             11.9000            -10.9370              2.7137             10.0050             55.8000             -2.1431             -4.7265            -56.2000               .6292              1.8055             55.8000              2.0780              8.6390             56.2000             -1.2679             -3.7075            -56.0000              2.7204             11.6250             44.2000              5.6150               .6971              2.8940             55.8000              -.8341             -1.1345            -50.8000              -.5378              -.6450            -49.6000               .6621              3.3365             33.2000                1113              5.7280             30.9000             27.6000             48.0000             220.400             12.0740               .6061             12.2000      
25  3          24.808              79.615              27.115               .0647               .0400              1.9231             20.2000            -21.8000             80.0000            -80.0000             37.9000             55.2000                1820             39.0000             10.3689             10.3748             10.4363               .7681             10.3798              6.3150             11.8000             16.0930              -.9397             10.3014             -3.3300             11.9000            -11.0930              2.7831              9.9460             54.8000             -2.1458             -4.8365            -56.8000               .6479              1.7760             55.0000              2.1271              8.5130             54.8000             -1.3571             -3.6660            -56.8000              2.7616             11.3900             44.4000              5.6420               .7029              2.8820             54.6000              -.8337             -1.1465            -49.8000              -.5314              -.6649            -50.0000               .6742              3.2990             33.6000                1138              5.7410             31.5000             27.9000             48.0000             223.600             12.2260               .6056             12.3000      
25  4          24.808              80.192              26.731               .0650               .0390              1.9231             20.2000            -21.6000             80.0000            -80.0000             37.9000             55.4000                1870             39.0000             10.2637             10.3345             10.4231               .7623             10.3518              6.3350             11.8000             16.2500              -.9396             10.2829             -3.3090             11.9000            -11.2500              2.7915              9.9350             54.6000             -2.1659             -4.8770            -56.2000               .6511              1.7875             55.0000              2.1387              8.5945             55.0000             -1.2813             -3.7335            -56.2000              2.7949             11.4500             44.0000              5.6660               .7052              2.8750             55.0000              -.8321             -1.1565            -50.2000              -.5342              -.6544            -49.8000               .6747              3.2870             35.8000                1125              5.7620             31.6000             28.0000             47.8000             215.850             12.1260               .6068             12.3000      
25  5          23.654              76.154              25.962               .0657               .0390              1.7308             20.2000            -21.6000             80.0000            -80.0000             37.6000             55.0000                1860             38.7000             10.5174             10.4064             10.4918               .7459             10.4778              6.3835             11.8000             16.2500              -.9451             10.3389             -3.3825             11.9000            -11.1710              2.7518              9.9365             55.2000             -2.1846             -4.6860            -56.0000               .6160              1.8185             55.2000              2.0951              8.5705             54.8000             -1.3367             -3.6565            -56.2000              2.7630             11.4500             44.0000              5.6250               .6912              2.8995             55.0000              -.8497             -1.1230            -49.6000              -.5460              -.6418            -49.0000               .6573              3.3285             32.6000                1125              5.7180             31.4000             27.7000             48.0000             224.250             12.0310               .6055             12.3000      
Max            25.385              82.500              27.308               .0692               .0478              2.1154             20.4000            -21.6000             80.0000            -80.0000             38.2000             55.7000                1900             39.5000             10.6414             10.5502             10.7126               .7781             10.5837              6.4440             11.9000             16.5620              -.9241             10.6340             -3.2400             12.0000            -10.8590              2.8152             10.0750             56.4000             -2.0469             -4.5790            -55.6000               .6569              1.8265             56.6000              2.1498              8.7035             56.8000             -1.2175             -3.5965            -55.2000              2.8118             11.7300             45.0000              5.6940               .7163              2.9240             56.4000              -.8201             -1.1145            -48.6000              -.5033              -.6263            -48.2000               .6911              3.3760             36.4000                1150              5.7870             31.7000             28.4000             48.6000             232.250             12.3740               .6071             12.5000      
Min            22.692              67.308              24.231               .0610               .0381              1.5385              5.0000            -21.8000             80.0000            -80.0000             37.5000             54.6000                1790             37.6000             10.2294             10.2692             10.3183               .7351              9.6247              6.2540             11.5000             15.4680              -.9690              9.6704             -3.4225             11.9000            -11.4060              2.6975              9.8475             54.2000             -2.2249             -4.8915            -58.0000               .6115              1.7625             54.4000              2.0264              8.4865             54.2000             -1.4067             -3.7560            -57.2000              2.6952             11.3750             43.6000              5.5810               .6794              2.8555             54.4000              -.8582             -1.1635            -51.4000              -.5647              -.6761            -50.8000               .6494              3.2595             31.6000                1100              5.6940             30.3000             27.1000             47.6000             211.900             11.7990               .6050             12.1000      
Ave            24.011              76.083              25.954               .0658               .0419              1.9077             20.0912            -21.6400             80.0000            -80.0000             37.8952             55.2432                1855             38.4880             10.3923             10.4070             10.4972               .7576             10.4466              6.3485             11.8064             16.0684              -.9416             10.3769             -3.3272             11.9008            -11.1320              2.7606              9.9561             55.2624             -2.1445             -4.7735            -56.5968               .6358              1.7925             55.3616              2.1055              8.5885             55.4224             -1.3035             -3.6860            -56.2480              2.7561             11.5159             44.1904              5.6413               .6995              2.8847             55.2688              -.8355             -1.1396            -50.0544              -.5360              -.6518            -49.6976               .6675              3.3119             33.5264                1127              5.7454             31.0400             27.7000             48.1424             220.827             12.1064               .6061             12.2776      
Std              .621               3.516                .839               .0016               .0028               .1373              1.3620               .0803              0.0000              0.0000               .1645               .2503                  22               .3907               .0755               .0621               .0705               .0082               .1008               .0417               .0716               .2105               .0080               .1168               .0393               .0089               .1092               .0278               .0447               .5227               .0360               .0717               .5255               .0118               .0152               .5072               .0232               .0418               .7054               .0373               .0362               .4875               .0276               .0708               .2312               .0207               .0075               .0170               .5175               .0079               .0116               .6751               .0118               .0131               .5007               .0079               .0237              1.3072                   9               .0174               .3220               .2745               .1811               3.867               .1167               .0004               .0831      
Hsl           100.000             180.000              60.000               .2000               .2000             10.0000             30.0000            -15.0000             90.0000            -70.0000             60.0000             80.0000                2300             60.0000             13.0000             13.0000             13.0000               .9000             13.0000              7.3000             16.0000             24.0000              -.8000             13.0000             -2.5000             15.0000            -10.0000              3.2500             11.6000             65.0000             -1.8000              3.6000            -46.0000               .8000              2.3000             65.0000              2.7000             10.0000             65.0000             -1.0500             -2.8000            -46.0000              3.2500             13.0000             60.0000              6.2000               .9000              3.4000             65.0000              -.6800              -.9000            -46.0000              -.3500              -.5000            -46.0000               .9000              3.8000             50.0000                1250              6.4000             38.0000             34.0000             65.0000             270.000             25.0000               .6400             20.0000      
Lsl             0.000               0.000               0.000              0.0000              0.0000              0.0000             15.0000            -30.0000             70.0000            -90.0000             20.0000             40.0000                1400             20.0000              9.0000              9.0000              9.0000               .6000              9.0000              5.3000              9.0000             10.0000             -1.1000              9.0000             -4.3000              9.0000            -20.0000              2.3500              7.6000             46.0000             -2.8000             -5.8000            -70.0000               .5000              1.5000             46.0000              1.7000              7.0000             46.0000             -1.7500             -4.6000            -70.0000              2.3500              9.0000             40.0000              5.4000               .6000              2.4000             46.0000              -.9800             -1.3000            -70.0000              -.6300              -.8000            -70.0000               .6000              2.8000             32.0000                 910              5.6000             26.0000             22.0000             42.0000             170.000              9.0000               .5600              9.0000      
  *** INDICATES THIS PARAMETER WAS OUT OF SPEC LIMIT
   -- INDICATES THIS PARAMETER WAS OUT OF VALID LIMIT
